age,artist,designer,dominio,imagem,mecanicas,media,notaRank,notas,numOfPlayers,position,timeOfPlay,title,year
 12 + ,"Luis Francisco,Daniel Solis",Daniel Solis,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/6751_t.jpg,"Gestão de Mão,Force sua sorte,Blefe,Dedução",6.51,6.45,249,3 jogadores ,1899º,15 min,Suspense: the Card Game, (2013)
 8 + ,,Matt Leacock,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/24742_t.jpg,"Colecionar Componentes,Cooperativo,Gestão de Mão,Jogadores com Diferentes Habilidades,Sistema de Pontos de Ação,Movimento Ponto-a-Ponto",7.17,6.45,21,2 a 4 jogadores ,1888º,30 min,Pandemic: Hot Zone – North America, (2020)
 12 + ,Mariano Iannelli,Pierluca Zizzi,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/222_t.jpg,"Ação Simultânea,Alocação de Trabalhadores",7.62,6.45,13,2 a 4 jogadores ,1886º,90 min,Asgard, (2012)
 13 + ,"Stephanie Gustafsson,Ollin Timm","Ted Alspach,Toryo Hojo,N2",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/10394_t.jpg,"Construção de Baralho/Peças,Negociação,Rolagem de Dados",7.62,6.45,13,1 a 4 jogadores ,1890º,60 min,Colony, (2016)
 14 + ,"Andrew Navaro,David Rakoto,Daniel Rudnicki","Sébastien Gigaudaut,David Rakoto",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1363_t.jpg,"Ação Simultânea,Controle/Influência de Área,Posicionamento Secreto,Force sua sorte,Blefe",7.41,6.45,16,2 jogadores ,1885º,60 min,Cold War: CIA vs KGB, (2007)
 4 + ,Solomon Au Yeung,Carol Wiseley,Jogos Infantis,https://storage.googleapis.com/ludopedia-capas/4772_t.jpg,"Eliminação de Jogadores,Tempo real",6.90,6.45,34,2 a 4 jogadores ,1883º,10 min,Loopin' Louie, (1992)
 13 + ,"Milan Tasevski,Jose David Lanza Cebrian",Milan Tasevski,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/9056_t.jpg,"Cerco de Área,Controle/Influência de Área,Movimento em Grades,Tabuleiro Modular",7.96,6.45,10,2 a 4 jogadores ,1893º,30 min,Small Star Empires, (2016)
 10 + ,Jo Hartwig,Dirk Henn,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/664_t.jpg,"Ação / Movimento Programado,Ação Simultânea,Gestão de Mão,Posicionamento Secreto,Alocação de Trabalhadores,Blefe",7.46,6.45,15,3 a 6 jogadores ,1889º,45 min,Eketorp, (2003)
 12 + ,"Matthias Catrein,Wolfgang Steinmeyer",Ronald Wettering,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/3618_t.jpg,"Ação Simultânea,Eliminação de Jogadores,Votação,Negociação",6.86,6.45,38,3 a 6 jogadores ,1879º,90 min,Lifeboats, (1993)
 14 + ,"Tim Harrison,Alexandre Roche",Tim Harrison,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/7235_t.jpg,"Alocação de Trabalhadores,Construção de Rotas,Leilão,Mercado de Ações,Negociação",7.63,6.45,13,3 a 5 jogadores ,1882º,90 min,American Rails, (2009)
 10 + ,"Guillaume Blossier,Miguel Coimbra,Édouard Guiton,Frédéric Henry,Goulven Quentel","Guillaume Blossier,Frédéric Henry",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/898_t.jpg,"Jogadores com Diferentes Habilidades,Memória,Movimento em Grades,Rolagem de Dados,Sistema de Pontos de Ação,Force sua sorte",7.06,6.45,25,2 a 6 jogadores ,1887º,45 min,The Adventurers: The Temple of Chac, (2009)
 10 + ,Miguel Coimbra,Théo Rivière,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/10422_t.jpg,"Colecionar Componentes,Force sua sorte,Seleção de Cartas",7.55,6.45,14,2 a 4 jogadores ,1878º,45 min,Sea of Clouds, (2016)
 9 + ,"Rolland Barthélémy,Tomasz Larek,Jacob Elijah Walker",Al Newman,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/7543_t.jpg,Controle/Influência de Área,7.85,6.46,11,2 jogadores ,1875º,30 min,Sun Tzu, (2005)
 13 + ,Jak L. Hueng,Tylar Allinder,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/5151_t.jpg,"Gestão de Mão,Construção de Baralho/Peças,Jogadores com Diferentes Habilidades,Jogo em Equipe,Seleção de Cartas",7.85,6.45,11,1 a 4 jogadores ,1880º,45 min,Resident Evil Deck Building Game: Alliance, (2011)
 13 + ,Stephen K. Ratter,Jeff Siadek,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/840_t.jpg,"Gestão de Mão,Colecionar Componentes,Negociação,Jogadores com Diferentes Habilidades,Jogo em Equipe,Posicionamento Secreto,Blefe",6.70,6.46,63,4 a 6 jogadores ,1876º,60 min,Lifeboat, (2002)
 10 + ,Franz Vohwinkel,"Alan R. Moon,Aaron Weissblum",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/5002_t.jpg,"Gestão de Mão,Cerco de Área,Colocação de Peças,Leilão",7.69,6.42,11,3 a 5 jogadores ,1949º,60 min,Oasis, (2004)
 8 + ,Cari,"Bruno Faidutti,Eric M. Lang",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/14216_t.jpg,"Atuação,Jogo em Equipe,Blefe",7.54,6.45,14,4 a 8 jogadores ,1884º,30 min,Secrets, (2017)
 13 + ,"Scott Fleenor,Matthan Heiselt,Jennifer Vargas",Stephen Glenn,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/26_t.jpg,"Ação Simultânea,Gestão de Mão,Rolagem de Dados",7.58,6.42,12,2 a 4 jogadores ,1950º,60 min,1st & Goal, (2011)
 13 + ,Ariel Seoane,Seth Jaffee,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/7945_t.jpg,"Gestão de Mão,Construção de Baralho/Peças,Seleção de Cartas",6.94,6.42,27,2 jogadores ,1945º,15 min,Eminent Domain: Microcosm, (2014)
 8 + ,"Daniel Gelon,Keith Hill,Richard Hill,James Holloway,Larry Kessling,Michael Komarck,Tracy Lesch,Victoria Maderna,Erol Otus,Harry Quinn,Jim Roslof,Stephen Sullivan,Franz Vohwinkel","Chris Dupuis,Michael Gray,Gary Gygax,Larry Kessling,David R. Megarry,S. Schwab,Steve Winter",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10701_t.jpg,"Jogadores com Diferentes Habilidades,Rolagem de Dados,RPG",7.04,6.45,26,1 a 8 jogadores ,1881º,30 min,Dungeon!, (1975)
 10 + ,Michael Menzel,Johannes Schmidauer-König,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/8083_t.jpg,Rolagem de Dados,7.49,6.46,15,3 a 5 jogadores ,1874º,30 min,Vienna, (2015)
 14 + ,Maryline Weyl,Cesare Mainardi,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/14355_t.jpg,"Construção de Rotas,Controle/Influência de Área,Movimento de Área,Movimento Ponto-a-Ponto,Reconhecimento de Padrão",6.78,6.46,48,2 a 4 jogadores ,1877º,15 min,RoboTroc, (2012)
 10 + ,Diego Sanchez,Marcos Macri,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/2645_t.jpg,"Gestão de Mão,Jogadores com Diferentes Habilidades",6.58,6.42,89,2 a 4 jogadores ,1943º,45 min,Shazam (segunda edição), (2017)
 10 + ,,Jeffrey CCH,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/21738_t.jpg,"Jogadores com Diferentes Habilidades,Sistema de Pontos de Ação,Alocação de Trabalhadores",7.35,6.42,15,1 a 4 jogadores ,1947º,60 min,Age of Civilization, (2019)
 13 + ,Alessandro Costa,Paolo Mori,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/8770_t.jpg,"Cooperativo,Dedução",7.16,6.42,19,3 a 16 jogadores ,1942º,30 min,Unusual Suspects, (2015)
 7 + ,Zetor,Doug Reuter,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/2571_t.jpg,"Construção a partir de Modelo,Jogo em Equipe",7.42,6.42,14,2 a 12 jogadores ,1946º,10 min,Sequence, (1982)
 10 + ,"Fréderic Bertrand,Lars-Arne ""Maura"" Kalusky",Friedemann Friese,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1658_t.jpg,"Gestão de Mão,Seleção de Cartas",7.13,6.42,20,2 jogadores ,1940º,30 min,Famiglia, (2010)
 12 + ,Tomasz Marek Jedruszek,"Derek Carver,Pierre Cléquin,Bruno Faidutti,Corey Konieczka",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1371_t.jpg,"Ação Simultânea,Campanha/ Batalhas Dirigidas por Cartas,Leilão,Movimento de Área,Votação",7.37,6.42,15,2 a 6 jogadores ,1939º,180 min,Warrior Knights, (2006)
 8 + ,Iaggo Piffero,Eduardo Guerra,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/14623_t.jpg,"Rolagem de Dados,Seleção de Cartas",7.39,6.39,13,2 jogadores ,2000º,30 min,Enchanted Cubes, (2017)
 10 + ,Mike Doyle (I),Reiner Knizia,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/3812_t.jpg,"Colecionar Componentes,Controle/Influência de Área,Movimento Ponto-a-Ponto",7.82,6.42,10,2 a 4 jogadores ,1948º,60 min,Municipium, (2008)
 12 + ,,Ronald Halliday,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/9980_t.jpg,"Gestão de Mão,Colecionar Componentes,Seleção de Cartas,Sistema de Pontos de Ação",7.33,6.39,14,2 a 4 jogadores ,1996º,60 min,Psychomachia, (2015)
 10 + ,,,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/3872_t.jpg,"Gestão de Mão,Seleção de Cartas,Colecionar Componentes,Toma essa,Vazas/Truques",6.53,6.39,95,3 a 8 jogadores ,1997º,45 min,Hell, (2014)
 10 + ,Michael Menzel,Rüdiger Dorn,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/1059_t.jpg,Gestão de Mão,7.71,6.42,11,2 a 4 jogadores ,1941º,60 min,Titania, (2010)
